id,lat,lng,horario,tipo,direccion
250,-34.80996,-58.27614, 10:00 a 18:00 hs,Centro de Carga,ESPAÑA 3290
251,-34.77327,-58.26742, 10:00 a 18:00 hs,Centro de Carga,AV CALCHAQUI 6529
252,-34.62872,-58.46436, 10:00 a 18:00 hs,Centro de Carga,GRAL J G DE ARTIGAS 40
253,-34.53194,-58.50005, 10:00 a 18:00 hs,Centro de Carga,AV GRAL SAN MARTIN 2849
254,-34.59614,-58.38709, 10:00 a 18:00 hs,Centro de Carga,URUGUAY 1069
255,-34.60043,-58.38808, 10:00 a 18:00 hs,Centro de Carga,AV PUEYRREDON 1352
256,-34.72635,-58.39563, 10:00 a 18:00 hs,Centro de Carga,AV PTE H YRIGOYEN 6133
257,-34.59875,-58.37628, 09:00 a 19:00 hs,Centro de Carga,AV CORDOBA 663
258,-34.59525,-58.38064, 10:00 a 18:00 hs,Centro de Carga,AV SANTA FE 945
259,-34.59239,-58.37587, 10:00 a 18:00 hs,Centro de Carga,AV DEL LIBERTADOR 132
260,-34.58068,-58.37437, 09:00 a 16:00 hs,Centro de Carga,AV ANTARTIDA ARGENTINA 1900
261,-34.55552,-58.48582, 10:00 a 18:00 hs,Centro de Carga,PLAZA 3855
262,-34.94158,-57.98931, 09:00 a 17:00 hs,Centro de Carga,AV 44 2231
263,-34.587,-58.39893, 10:00 a 18:00 hs,Centro de Carga,AV SAN JUAN 3001
264,-34.43783,-58.56077, 10:00 a 18:00 hs,Centro de Carga,CONSTITUCION 555
265,-34.77863,-58.31443, 10:00 a 18:00 hs,Centro de Carga,CALLE 897 4115
266,-34.45318,-58.65014, 08:00 a 21:00 hs,Centro de Carga,AV DE LOS CONSTITUYENTES 1210
267,-34.45894,-58.63173, 08:00 a 21:00 hs,Centro de Carga,AVENIDA HIPÓLITO YRIGOYEN 690
268,-34.60869,-58.94924, 08:00 a 21:00 hs,Centro de Carga,PELLEGRINI 1054
269,-34.6057,-58.9538, 08:00 a 21:00 hs,Centro de Carga,ESPAÑA 288
270,-34.59904,-58.94995, 08:00 a 21:00 hs,Centro de Carga,INT. WHELAN 1289 1289
271,-34.57277,-58.54425, 08:00 a 21:00 hs,Centro de Carga,SAN LORENZO 2612
272,-34.57725,-58.53876, 08:00 a 21:00 hs,Centro de Carga,MITRE 3815
273,-34.48822,-58.73883, 08:00 a 21:00 hs,Centro de Carga,CURA BROCHERO 1834
274,-34.7402,-58.60713, 08:00 a 21:00 hs,Centro de Carga,SALVIGNI 4498
275,-34.7459,-58.579, 08:00 a 21:00 hs,Centro de Carga,PAREJA 2413
276,-34.73386,-58.5865, 08:00 a 21:00 hs,Centro de Carga,SOLDADO SOSA 5299
277,-34.7426,-58.6198, 08:00 a 21:00 hs,Centro de Carga,LEONARDO DA VINCI 3910
278,-34.73726,-58.60178, 08:00 a 21:00 hs,Centro de Carga,AV LURO 4501
279,-34.73301,-58.6073, 08:00 a 21:00 hs,Centro de Carga,AVENIDA LURO 3946
280,-34.72333,-58.59934, 08:00 a 21:00 hs,Centro de Carga,SOLDADO SOSA 3654
281,-34.91982,-58.39033, 08:00 a 21:00 hs,Centro de Carga,JUAN BAUTISTA ALBERDI 57
282,-34.91853,-58.38109, 08:00 a 21:00 hs,Centro de Carga,RUCCI 189
283,-34.79629,-58.16997, 08:00 a 21:00 hs,Centro de Carga,CALLE 55 5046
284,-34.8338,-58.47474, 08:00 a 21:00 hs,Centro de Carga,RAMON SANTAMARINA 1106
285,-34.80931,-58.45788, 08:00 a 21:00 hs,Centro de Carga,SALTA 95
286,-34.64796,-58.7896, 08:00 a 21:00 hs,Centro de Carga,MERLO 2817
287,-34.6525,-58.7912, 08:00 a 21:00 hs,Centro de Carga,DR EUGENIO ASCONAPE 171
288,-34.65777,-58.80773, 08:00 a 21:00 hs,Centro de Carga,AV. HIPOLITO YRIGOYEN 2035
289,-34.61713,-58.77176, 08:00 a 21:00 hs,Centro de Carga,AV  LIBERTADOR 3437
290,-34.50943,-58.51421, 08:00 a 21:00 hs,Centro de Carga,UZAL 3903
291,-34.52759,-58.5055, 08:00 a 21:00 hs,Centro de Carga,ROSETTI 2008
292,-34.51458,-58.51631, 08:00 a 21:00 hs,Centro de Carga,SAN LORENZO 3802
293,-34.50786,-58.49242, 08:00 a 21:00 hs,Centro de Carga,AV. MAIPU 3056
294,-34.50574,-58.4935, 08:00 a 21:00 hs,Centro de Carga,AV MAIPÚ 3276
295,-34.4971,-58.4897, 08:00 a 21:00 hs,Centro de Carga,GUILLERMO RAWSON 3806
296,-34.5216,-58.5066, 08:00 a 21:00 hs,Centro de Carga,GDOR UGARTE 3099
297,-34.51842,-58.50039, 08:00 a 21:00 hs,Centro de Carga,UGARTE 2419
298,-34.5117,-58.49068, 08:00 a 21:00 hs,Centro de Carga,R GUTIERREZ 1525
299,-34.51795,-58.51336, 08:00 a 21:00 hs,Centro de Carga,PELLIZA 3747
300,-34.51062,-58.48828, 08:00 a 21:00 hs,Centro de Carga,RICARDO GUTIERREZ 1304
301,-34.5162,-58.49556, 08:00 a 21:00 hs,Centro de Carga,GDOR. UGARTE 2017
302,-34.56036,-58.56721, 08:00 a 21:00 hs,Centro de Carga,9 DE JULIO 508
303,-34.55045,-58.55495, 08:00 a 21:00 hs,Centro de Carga,CALLE 114 2803
304,-34.55099,-58.55661, 08:00 a 21:00 hs,Centro de Carga,CALLE 116 2913
305,-34.53313,-58.55529, 08:00 a 21:00 hs,Centro de Carga,QUINTANA 6016
306,-34.69745,-58.32565, 08:00 a 21:00 hs,Centro de Carga,AVENIDA BARTOLOMÉ MITRE 5456
307,-34.68748,-58.50075, 08:00 a 21:00 hs,Centro de Carga,PEDRO DE MENDOZA 1520
308,-34.69874,-58.5057, 08:00 a 21:00 hs,Centro de Carga,BOULOGNE SUR MER 1418
309,-34.69391,-58.48462, 08:00 a 21:00 hs,Centro de Carga,CHILAVERT 1619
310,-34.69294,-58.48576, 08:00 a 21:00 hs,Centro de Carga,BARROS PAZOS 1610
311,-34.6914,-58.4819, 08:00 a 21:00 hs,Centro de Carga,CHILAVERT 1987
312,-34.6831,-58.503, 08:00 a 21:00 hs,Centro de Carga,CNEL DOMINGUEZ 683
313,-34.70007,-58.50373, 08:00 a 21:00 hs,Centro de Carga,BOULOGNE SUR MER 1620
314,-34.68516,-58.49252, 08:00 a 21:00 hs,Centro de Carga,AV. VELEZ SARFIELD 1414
315,-34.69581,-58.4907, 08:00 a 21:00 hs,Centro de Carga,OLAVARRIA 2202
316,-34.6947,-58.50873, 08:00 a 21:00 hs,Centro de Carga,GRAL PAUNERO 12
317,-34.68386,-58.5172, 08:00 a 21:00 hs,Centro de Carga,AV SAN MARTIN 5270
318,-34.69034,-58.50843, 08:00 a 21:00 hs,Centro de Carga,PEDERNERA 46
319,-34.70933,-58.59749, 08:00 a 21:00 hs,Centro de Carga,BERNARDO CASTAÑON 3088
320,-34.72458,-58.58379, 08:00 a 21:00 hs,Centro de Carga,TOMÁS A. EDISON 4969
321,-34.64277,-58.70244, 08:30 a 23:00 hs,Centro de Carga,PROFESOR CARLOS BAGNAT 3103
322,-34.64662,-58.69198, 09:00 a 21:00 hs,Centro de Carga,GRECIA 1978
323,-34.64198,-58.70892, 08:45 a 13:00 hs 15:30 a 20:30 hs,Centro de Carga,ALMAGRO 3484
324,-34.65978,-58.69702, 08:00 a 23:59 hs,Centro de Carga,POSTA DE PARDO 3263
325,-34.63412,-58.6847, 09:00 a 23:00 hs,Centro de Carga,PEDRO ZANNI 832
326,-34.61687,-58.70594, 07:00 a 21:00 hs,Centro de Carga,MARTIN FIERRO 4306
327,-34.62941,-58.68914, 08:00 a 21:00 hs,Centro de Carga,JOSE MARIA PAZ 2961
328,-34.64116,-58.67052, 08:00 a 20:00 hs,Centro de Carga,ORIBE 904
329,-34.51902,-58.79028, 08:00 a 22:00 hs,Centro de Carga,AV. CROACIA 1426
330,-34.50655,-58.7611, 06:00 a 23:59 hs,Centro de Carga,FLORIDA 1543
331,-34.51368,-58.73973, 09:00 a 20:00 hs,Centro de Carga,HIPOLITO YRIGOYEN 615
332,-34.51852,-58.75134, 09:00 a 20:00 hs,Centro de Carga,HIPOLITO YRIGOYEN 1651
333,-34.53777,-58.79484, 08:00 a 20:00 hs,Centro de Carga,FRAY ANTONIO MARCHENA 6226
334,-34.52492,-58.76522, 09:00 a 16:00 hs,Centro de Carga,HIPOLITO YRIGOYEN 3201
335,-34.51827,-58.75011, 09:00 a 21:00 hs,Centro de Carga,LEANDRO N. ALEM 5196
336,-34.51764,-58.75151, 07:00 a 21:00 hs,Centro de Carga,PRES. RIVADAVIA 100
337,-34.5479,-58.77021, 08:00 a 23:00 hs,Centro de Carga,MAESTRO EDUARDO FERREYRA 4443
338,-34.67597,-58.40225, 09:00 a 23:00 hs,Centro de Carga,OLIDEN 685
339,-34.48899,-58.70484, 07:00 a 23:00 hs,Centro de Carga,EJERCITO DE LOS ANDES 2640
340,-34.52453,-58.73059, 07:00 a 20:00 hs,Centro de Carga,RENE FAVALORE 3707
341,-34.54569,-58.75514, 08:00 a 20:00 hs,Centro de Carga,ANGEL GALLARADO 3766
342,-34.52734,-58.77192, 08:00 a 23:00 hs,Centro de Carga,HIPOLITO YRIGOYEN 3700
343,-34.52268,-58.7529, 08:00 a 20:00 hs,Centro de Carga,ROQUE S PEÑA 5020
344,-34.50031,-58.78533, 08:00 a 23:00 hs,Centro de Carga,CHACABUCO 2800
345,-34.52147,-58.80931, 09:00 a 21:00 hs,Centro de Carga,CARLOS SAAVEDRA LAMAS 2281
346,-34.51684,-58.74119, 09:00 a 19:00 hs 15:30 a 21:00 hs,Centro de Carga,RENÉ FAVALORO 4735
347,-34.51667,-58.79839, 07:00 a 23:00 hs,Centro de Carga,MANZANA 50 CASA 9 BARRIO FAVAROLO  
348,-34.50413,-58.74934, 09:00 a 22:00 hs,Centro de Carga,OLIDEN 1252
349,-34.5126,-58.76341, 08:00 a 20:00 hs,Centro de Carga,JOSÉ L. BUSTAMANTE 1155
350,-34.51637,-58.74124, 08:00 a 22:00 hs,Centro de Carga,RENE FAVALORO(EX-MUÑOZ) 4750
351,-34.52671,-58.73332, 08:00 a 20:00 hs,Centro de Carga,AV PRESIDENTE PERON 3727
352,-34.52262,-58.75319, 00:00 a 23:59 hs,Centro de Carga,ALTUBE 2021
353,-34.54022,-58.77351, 09:00 a 23:00 hs,Centro de Carga,EL ZONDA 5135
354,-34.52206,-58.75134, 08:00 a 20:00 hs,Centro de Carga,AV ALTUBE 1851
355,-34.5056,-58.76194, 08:00 a 20:00 hs,Centro de Carga,FLORIDA 1636
356,-34.70762,-58.3509, 09:00 a 21:00 hs 16:00 a 20:00 hs,Centro de Carga,CAMPICHUELO 4665
357,-34.69924,-58.49345, 09:00 a 23:00 hs,Centro de Carga,UNANUE 460
358,-34.69614,-58.49046, 09:00 a 21:00 hs,Centro de Carga,UNANUE 1089
359,-34.6855,-58.50445, 08:00 a 23:00 hs,Centro de Carga,GRAL. PEDERNERA 890
360,-34.68965,-58.49323, 08:00 a 23:00 hs,Centro de Carga,DOMINGO MILLAN 1428
361,-34.69702,-58.48199, 08:00 a 20:00 hs,Centro de Carga,OLAVARRÍA 2900
362,-34.70406,-58.48662, 08:00 a 20:00 hs,Centro de Carga,ANTOFAGASTA 1111
363,-34.68564,-58.50908, 09:00 a 21:00 hs,Centro de Carga,JUNIN 430
364,-34.70161,-58.47121, 05:00 a 23:30 hs,Centro de Carga,PUNTA LARA 565
365,-34.69833,-58.50162, 09:00 a 13:00 hs 17:00 a 21:00 hs,Centro de Carga,CALLAO 1962
366,-34.69305,-58.50119, 08:00 a 20:00 hs,Centro de Carga,VELEZ SARFIELD 400
367,-34.92673,-57.91936, 08:00 a 20:30 hs,Centro de Carga,CALLE 74 301
368,-34.94097,-57.90387, 10:00 a 21:00 hs,Centro de Carga,CALLE 92 409
369,-34.93539,-57.87888, 09:00 a 20:00 hs,Centro de Carga,RUTA11 750
370,-34.94546,-57.92018, 09:00 a 21:00 hs,Centro de Carga,CALLE 11 ENTRE 84 Y 85 B*MONASTERIO MZNA T
371,-34.63056,-58.66481, 09:00 a 21:00 hs,Centro de Carga,GDOR. GUILLERMO UDAONDO 804
372,-34.76392,-58.29671, 06:30 a 23:30 hs,Centro de Carga,ABRAHAM MENDELEVICH 696
373,-34.67317,-58.46083, 05:00 a 23:30 hs 08:00 a 10:30 hs,Centro de Carga,MARTINIANO CHILAVERT 0
374,-34.68306,-58.48118, 09:00 a 14:00 hs 16:00 a 21:00 hs,Centro de Carga,DELLEPIANE ESTE 6500
375,-34.67335,-58.46474, 09:00 a 22:00 hs,Centro de Carga,BARRIO VILLA 15 MANZANA 30 123
376,-34.67917,-58.47924, 14:00 a 23:59 hs,Centro de Carga,DELLEPIENE ESTE 6134
377,-34.67444,-58.49147, 08:00 a 22:00 hs,Centro de Carga,AV PIEDRAMUNDO 3506
378,-34.64852,-58.44124, 08:00 a 23:00 hs,Centro de Carga,VILLA 1.11.14 MZ 20 CASA 10 S/N
379,-34.67183,-58.48639, 09:00 a 21:00 hs,Centro de Carga,CRISOSTOMO ALVAREZ 5929
380,-34.6762,-58.47433, 08:30 a 22:30 hs,Centro de Carga,AVENIDA RIESTRA 5587
381,-34.67737,-58.46563, 10:00 a 22:00 hs,Centro de Carga,CORONEL MARTINIANO CHILAVERT 0
382,-34.66853,-58.49001, 09:00 a 22:00 hs,Centro de Carga,JOSE IGNACIO RUCCI 3109
383,-34.66886,-58.49199, 08:00 a 21:00 hs,Centro de Carga,PUEYRREDON 19
384,-34.67894,-58.46916, 07:00 a 23:00 hs,Centro de Carga,LARRAZABAL 4326
385,-34.08027,-59.58759, 08:00 a 13:00 hs 16:30 a 21:00 hs,Centro de Carga,MOISES LINTRIDIS 508	
386,-34.11766,-59.03625, 08:30 a 21:00 hs,Centro de Carga,CALLE 4 1520
387,-34.09641,-59.03463, 08:00 a 22:00 hs,Centro de Carga,DE LA TORRE 1600
388,-34.09313,-59.02683, 08:00 a 21:00 hs,Centro de Carga,FELIX PAGOLA 315
389,-34.10848,-59.06147, 08:00 a 21:00 hs,Centro de Carga,GUEMES 4371
390,-34.09765,-59.02197, 08:00 a 22:00 hs,Centro de Carga,19 DE MARZO 338
391,-34.10917,-59.0208, 08:00 a 22:00 hs,Centro de Carga,LAVALLE 7301
392,-34.67505,-58.47778, 00:00 a 23:59 hs,Centro de Carga,DELLEPIANE 5708
393,-34.69706,-58.46916, 00:00 a 23:59 hs,Centro de Carga,AVENIDA CNEL. ROCA 6883
394,-34.67374,-58.46993, 00:00 a 23:59 hs,Centro de Carga,POLA 3911
395,-34.68746,-58.4772, 00:00 a 23:59 hs,Centro de Carga,GUAMINI 4931
396,-34.688,-58.47599, 00:00 a 23:59 hs,Centro de Carga,FERNANDEZ DE LA CRUZ 6575
397,-34.63701,-58.49646, 00:00 a 23:59 hs,Centro de Carga,AV. RIVADAVIA 9393
398,-34.63032,-58.51042, 00:00 a 23:59 hs,Centro de Carga,AGUSTIN GARCÍA 5631 502
399,-34.63515,-58.48739, 00:00 a 23:59 hs,Centro de Carga,AV RIVADAVIA 8773
400,-34.64411,-58.49375, 00:00 a 23:59 hs,Centro de Carga,ALBERDI 4805
401,-34.5491,-58.49972, 00:00 a 23:59 hs,Centro de Carga,MITRE 4269
402,-34.58775,-58.52099, 00:00 a 23:59 hs,Centro de Carga,REPUBLICA DEL LIBANO 4398
403,-34.55925,-58.51817, 08:00 a 23:00 hs,Centro de Carga,AVENIDA DE LOS CONSTITUYENTES 897
404,-34.5481,-58.50485, 00:00 a 23:59 hs,Centro de Carga,LAPRIDA 3715
405,-34.55216,-58.51292, 00:00 a 23:59 hs,Centro de Carga,LAPRIDA 4598
406,-34.54848,-58.50027, 00:00 a 23:59 hs,Centro de Carga,AV. MITRE 87
407,-34.54952,-58.5078, 00:00 a 23:59 hs,Centro de Carga,URUGUAY 310
408,-34.58041,-58.4749, 00:00 a 23:59 hs,Centro de Carga,TRIUNVIRATO 3819
409,-34.58079,-58.47477, 00:00 a 23:59 hs,Centro de Carga,AVENIDA TRIUNVIRATO 3791
410,-34.58225,-58.47343, 00:00 a 23:59 hs,Centro de Carga,COMBATIENTE DE MALVINAS 3269
411,-34.78227,-58.17072, 05:00 a 21:00 hs,Centro de Carga,DIAG. LISANDRO DE LA TORRE 4400
412,-34.70877,-58.73088, 05:00 a 21:00 hs,Centro de Carga,GABRIELA MISTRAL 3300
413,-34.72399,-58.26071, 05:00 a 21:00 hs,Centro de Carga,GABOTO E/RIVADAVIA Y L. N. ALEM  
414,-34.79619,-58.36036, 05:00 a 21:00 hs,Centro de Carga,RAFAEL CALZADA 1800
415,-34.69969,-58.62627, 05:00 a 21:00 hs,Centro de Carga,SANTA CRUZ 799
416,-34.79244,-58.20433, 05:00 a 21:00 hs,Centro de Carga,AV. DR.A. SABIN 1200
417,-34.72692,-58.39421, 05:00 a 21:00 hs,Centro de Carga,HIPOLITO YRIGOYEN 6200
418,-34.88127,-57.996, 05:00 a 21:00 hs,Centro de Carga,CALLE 7 2300
419,-34.67421,-58.55532, 08:00 a 20:00 hs,Centro de Carga,ZAPIOLA 3100
420,-34.68398,-58.3362, 05:00 a 21:00 hs,Centro de Carga,EMILE ZOLA 100
421,-34.80719,-58.21279, 05:00 a 21:00 hs,Centro de Carga,AV. DR.A. SABIN 120
422,-34.70241,-58.51166, 05:00 a 21:00 hs,Centro de Carga,LOS NOGALES 1399
423,-34.7105,-58.50622, 05:00 a 21:00 hs,Centro de Carga,LOS NOGALES Y GORRITI  
424,-34.77815,-58.39705, 05:00 a 21:00 hs,Centro de Carga,AV. MEEKS 1400
425,-34.89097,-57.96816, 05:00 a 21:00 hs,Centro de Carga,AV. 1 Y CALLE 528  
426,-34.88941,-58.5673, 05:00 a 21:00 hs,Centro de Carga,RUTA NAC. 205 ESQ. GADDINI  
427,-34.7953,-58.40793, 05:00 a 21:00 hs,Centro de Carga,SANTA MARIA 300
428,-34.79338,-58.35991, 08:00 a 15:30 hs,Centro de Carga,AV.SAN MARTIN 3149
429,-34.79338,-58.35991, 08:00 a 15:30 hs,Centro de Carga,AV.SAN MARTIN 3149
430,-34.56877,-58.47997, 06:00 a 20:00 hs,Centro de Carga,ROOSEVELT 4300
431,-34.45077,-58.5505, 08:00 a 20:00 hs,Centro de Carga,GARCIA MANSILLA 2200
432,-34.57852,-58.65644, 05:00 a 21:00 hs,Centro de Carga,GUTENBERG  Y A. ARGUIBEL 1899
433,-34.09704,-59.03671, 06:00 a 20:00 hs,Centro de Carga,AVENIDA ANTA 400
434,-34.60887,-58.40591, 09:00 a 16:00 hs,Centro de Carga,BARTOLOME MITRE 2800
435,-34.60887,-58.40591, 00:00 a 23:59 hs,Centro de Carga,BARTOLOME MITRE 2800
436,-34.63037,-58.59001, 00:01 a 23:59 hs,Centro de Carga,ROSALES 1906
437,-34.58114,-58.4218, 00:00 a 23:59 hs,Centro de Carga,SANTA FE 4210
438,-34.57345,-58.43834, 00:00 a 23:59 hs,Centro de Carga,AVENIDA CABILDO 109
439,-34.59435,-58.42991, 00:00 a 23:59 hs,Centro de Carga,CORDOBA 4587
440,-34.5869,-58.41085, 00:00 a 23:59 hs,Centro de Carga,BULNES 2158
441,-34.59799,-58.4119, 00:00 a 23:59 hs,Centro de Carga,AV CORDOBA 4841
442,-34.58521,-58.4161, 00:00 a 23:59 hs,Centro de Carga,AVENIDA SCALABRINI ORTIZ 2489
443,-34.58397,-58.41278, 00:00 a 23:59 hs,Centro de Carga,JUNCAL 3528
444,-34.579,-58.42411, 08:00 a 18:00 hs,Centro de Carga,FRAY JUSTO SANTAMARÍA DE ORO 2518
445,-34.63879,-58.4152, 00:00 a 23:59 hs,Centro de Carga,RODRIGUEZ PEÑA 1075
446,-34.5808,-58.39785, 00:01 a 23:59 hs,Centro de Carga,AV. FIGUEROA ALCORTA 2977 2977
447,-34.57718,-58.41369, 00:00 a 23:59 hs,Centro de Carga,FRANCISCO SEGUI 3980
448,-34.57822,-58.4264, 00:01 a 23:59 hs,Centro de Carga,AV SANTA FE 4602
449,-34.58998,-58.41342, 00:00 a 23:59 hs,Centro de Carga,BULNES 1846
450,-34.58089,-58.41367, 00:00 a 23:59 hs,Centro de Carga,REPUBLICA ARABE SIRIA 2990
451,-34.59142,-58.43444, 00:00 a 23:59 hs,Centro de Carga,AV. CÓRDOBA 5012
452,-34.58372,-58.41819, 00:00 a 23:59 hs,Centro de Carga,AV. SANTA FE 3888
453,-34.59708,-58.42474, 00:00 a 23:59 hs,Centro de Carga,AV. CÓRDOBA 2525
454,-34.59708,-58.42474, 00:00 a 23:59 hs,Centro de Carga,AV. CÓRDOBA 4093
455,-34.59671,-58.41656, 00:00 a 23:59 hs,Centro de Carga,CABRERA 3576
456,-34.58508,-58.43706, 00:00 a 23:59 hs,Centro de Carga,GORRITI 5600
457,-34.58222,-58.40447, 00:00 a 23:59 hs,Centro de Carga,ORTIZ DE CAMPO 2672
458,-34.63391,-58.43277, 00:01 a 23:59 hs,Centro de Carga,AVENIDA JOSÉ MARÍA MORENO 1295
459,-34.63753,-58.40927, 00:00 a 23:59 hs,Centro de Carga,CASEROS 3205
460,-34.63579,-58.39861, 00:00 a 23:59 hs,Centro de Carga,CASEROS 2571
461,-34.63707,-58.40695, 00:01 a 23:59 hs,Centro de Carga,AV CASEROS 3067
462,-34.6359,-58.40571, 00:00 a 00:00 hs,Centro de Carga,LA RIOJA 2100
463,-34.63919,-58.40515, 00:00 a 23:59 hs,Centro de Carga,MONTEAGUDO 172
464,-34.66142,-58.767, 00:00 a 23:59 hs,Centro de Carga,JOLY 2832
465,-34.45724,-58.89298, 08:00 a 23:00 hs,Centro de Carga,"LAGOMARSINO,  LOCAL 6 905"
466,-34.46428,-58.90996, 08:00 a 23:00 hs,Centro de Carga,MARQUEZ 1102
467,-34.46637,-58.91516, 08:00 a 23:00 hs,Centro de Carga,AV V. CASTRO 1039
468,-34.58888,-58.63197, 00:01 a 23:59 hs,Centro de Carga,LAS MADRESELVAS 889
469,-34.6454,-58.91324, 00:01 a 23:59 hs,Centro de Carga,RIVADAVIA 460
470,-34.80637,-58.40631, 00:01 a 23:59 hs,Centro de Carga,KM 50  
471,-34.44498,-58.90309, 00:01 a 23:59 hs,Centro de Carga,DOCTOR PENNA 419
472,-34.66984,-58.38074, 00:00 a 23:59 hs,Centro de Carga,LOLA MORA 427
473,-34.70283,-58.61899, 00:00 a 23:59 hs,Centro de Carga,CARLOS CASARES R CASTILLO 1209
474,-34.50055,-58.54469, 00:00 a 23:59 hs,Centro de Carga,THAMES 197
475,-34.47234,-58.51462, 00:00 a 23:59 hs,Centro de Carga,AV. CENTENARIO 248
476,-34.67153,-58.56325, 00:00 a 23:59 hs,Centro de Carga,PERON 2612
477,-34.67673,-58.56105, 00:00 a 23:59 hs,Centro de Carga,VILLEGAS 2377
478,-34.67587,-58.56206, 00:00 a 23:59 hs,Centro de Carga,"SALTA,  SAN JUSTO 2369"
479,-34.6908,-58.5536, 00:00 a 23:59 hs,Centro de Carga,AVENIDA CAMINO DE CINTURA 3352
480,-34.67747,-58.56212, 00:01 a 23:59 hs,Centro de Carga,AVENIDA DOCTOR IGNACIO ARIETA 2986
481,-34.68184,-58.55463, 00:01 a 23:59 hs,Centro de Carga,ALMAFUERTE 3589
482,-34.67931,-58.56247, 00:01 a 23:59 hs,Centro de Carga,YRIGOYEN 2699
483,-34.67782,-58.56069, 00:01 a 23:59 hs,Centro de Carga,PRES. HIPOLITO YRIGOYEN 2482
484,-34.69063,-58.55342, 00:01 a 23:59 hs,Centro de Carga,AV CAMINO DE CINTURA 4295
485,-34.67574,-58.56438, 00:01 a 23:59 hs,Centro de Carga,AV PRES. DOCTOR ARTURO U. ILLIA 252
486,-34.67687,-58.56299, 00:01 a 23:59 hs,Centro de Carga,AV DOCTOR IGNACIO ARIETA 2910
487,-34.66792,-58.56819, 00:00 a 23:59 hs,Centro de Carga,PRES. JUAN DOMINGO PERÓN 2145
488,-34.54097,-58.71312, 00:00 a 23:59 hs,Centro de Carga,CONCEJAL TRIBULATO 1160
489,-34.54951,-58.70211, 00:00 a 23:59 hs,Centro de Carga,PERÓN 630
490,-34.5428,-58.71475, 00:01 a 23:59 hs,Centro de Carga,LEANDRO N. ALEM 1686
491,-34.54127,-58.71352, 00:00 a 23:59 hs,Centro de Carga,CONCEJAL TRIBULATO1205 197
492,-34.54092,-58.71311, 00:01 a 23:59 hs,Centro de Carga,CONCEJAL TRIBULATO 1149
493,-34.54509,-58.71527, 00:01 a 23:59 hs,Centro de Carga,FARIAS 1590
494,-34.53121,-58.72153, 00:01 a 23:59 hs,Centro de Carga,AV.PRIMERA JUNTA 897
495,-34.54375,-58.71534, 00:00 a 23:59 hs,Centro de Carga,FRAGA 1671
496,-34.60068,-58.37674, 09:00 a 18:00 hs,Centro de Carga,MAIPU 611
497,-34.60273,-58.37112, 08:00 a 21:00 hs,Centro de Carga,25 DE MAYO 430
498,-34.66868,-58.72476, 08:00 a 23:00 hs,Centro de Carga,MAIPU 501
499,-34.60086,-58.373, 00:00 a 23:59 hs,Centro de Carga,TUCUMÁN 431
