id,lat,lng,horario,tipo,direccion
500,-34.60476,-58.38506, 00:00 a 23:59 hs,Centro de Carga,TALCAHUANO 331
501,-34.60123,-58.37819, 08:00 a 23:00 hs,Centro de Carga,ESMERALDA 600
502,-34.63625,-58.502, 08:00 a 20:00 hs,Centro de Carga,YERBAL Y MOLIERE  
503,-34.58938,-58.48407, 00:00 a 23:59 hs,Centro de Carga,AV. CONSTITUYENTES 3470
504,-34.61084,-58.42114, 00:00 a 23:59 hs,Centro de Carga,AV. MEDRANO 44
505,-34.59773,-58.4216, 00:00 a 23:59 hs,Centro de Carga,CORRIENTES 3516
506,-38.01712,-57.53001, 00:00 a 23:59 hs,Centro de Carga,GASCON 387
507,-34.60846,-58.41939, 00:00 a 23:59 hs,Centro de Carga,AV. DIAZ VELEZ 3760
508,-34.5886,-58.39582, 00:00 a 23:59 hs,Centro de Carga,AVENIDA GRAL. LAS HERAS 2196
509,-34.61151,-58.41829, 00:00 a 23:59 hs,Centro de Carga,BOEDO 33
510,-34.62018,-58.41656, 00:00 a 23:59 hs,Centro de Carga,BOEDO 632
511,-34.70993,-58.6376, 09:00 a 23:00 hs,Centro de Carga,EL PONCHO 3186
512,-34.7126,-58.62816, 07:00 a 22:00 hs,Centro de Carga,ESTANISLAO DEL CAMPO 1505
513,-34.70972,-58.62407, 09:00 a 21:00 hs,Centro de Carga,JOSÉ BERNALDES POLLEDO 2693
514,-34.69569,-58.62826, 07:00 a 23:00 hs,Centro de Carga,CARLOS CASARES 398
515,-34.71165,-58.62697, 08:00 a 22:00 hs,Centro de Carga,JOSÉ BERNALDES POLLEDO 2692
516,-34.70462,-58.62087, 06:00 a 22:00 hs,Centro de Carga,SANTA ROSA 1631
517,-34.72549,-58.62283, 07:00 a 22:00 hs,Centro de Carga,VENTURA YANZI 3529
518,-34.70787,-58.62544, 07:00 a 23:00 hs,Centro de Carga,LUIS MARÍA DRAGO 2708
519,-34.71329,-58.61246, 08:00 a 21:00 hs,Centro de Carga,HUALFIN 2004
520,-34.69814,-58.63446, 08:30 a 23:59 hs,Centro de Carga,EL ÑANDU 95
521,-34.70101,-58.63757, 08:30 a 22:00 hs,Centro de Carga,CNEL. MONTT 64
522,-34.68942,-58.62204, 08:00 a 22:00 hs,Centro de Carga,JORGE DE KAY 630
523,-34.65109,-58.53376, 10:00 a 22:00 hs,Centro de Carga,AV. DIAZ VELEZ 1219
524,-34.7837,-58.18682, 08:00 a 23:00 hs,Centro de Carga,38 4970
525,-34.59295,-58.40977, 09:00 a 21:30 hs,Centro de Carga,GALLO 1487
526,-34.59466,-58.40915, 08:00 a 20:00 hs,Centro de Carga,AGUERO 1284
527,-34.72711,-58.39677, 09:00 a 21:00 hs,Centro de Carga,JUAN DE GARAY 88
528,-34.72721,-58.39602, 08:00 a 20:00 hs,Centro de Carga,JUAN DE GARAY 23
529,-34.71212,-58.41359, 08:00 a 21:00 hs,Centro de Carga,BALCARCE 3496
530,-34.72689,-58.39894, 07:00 a 21:30 hs,Centro de Carga,AVENIDA ROSALES 758
531,-34.58425,-58.37553, 09:00 a 21:00 hs,Centro de Carga,CARLOS H. PERETTE S/N
532,-34.58359,-58.37758, 09:00 a 21:00 hs,Centro de Carga,CALLE 7 1000
533,-34.89489,-57.98766, 08:00 a 22:00 hs,Centro de Carga,520 1700
534,-34.89045,-57.98296, 08:30 a 13:00 hs 15:30 a 21:00 hs,Centro de Carga,CALLE 520 1239
535,-35.278,-59.22454, 08:30 a 13:00 hs 16:00 a 20:30 hs,Centro de Carga,CALLE 3 672
536,-34.44442,-59.44659, 04:00 a 23:59 hs,Centro de Carga,25 DE MAYO 758
537,-34.6808,-58.68795, 09:00 a 22:00 hs,Centro de Carga,LA PORTEÑA 2340
538,-34.66597,-58.69961, 00:00 a 23:59 hs,Centro de Carga,AV.JUAN D.PERON 23896
539,-34.67839,-58.70141, 07:00 a 23:00 hs,Centro de Carga,GARIBALDI S/N
540,-34.95092,-57.99316, 09:00 a 21:00 hs,Centro de Carga,CALLE 147 780
541,-34.91637,-58.00313, 09:00 a 21:00 hs,Centro de Carga,CALLE 524 3640
542,-34.62837,-58.39995, 08:00 a 20:00 hs,Centro de Carga,ALBERTI 1636
543,-34.62564,-58.40411, 08:00 a 23:00 hs,Centro de Carga,COCHABAMBA 2800
544,-34.46407,-58.92336, 07:00 a 13:00 hs 15:00 a 18:00 hs,Centro de Carga,GARCIA MANSILLA 2102
545,-34.44064,-58.55597, 09:30 a 23:30 hs,Centro de Carga,9 DE JULIO 1124
546,-34.4428,-58.57311, 08:00 a 23:00 hs,Centro de Carga,LAS HERAS 2402
547,-34.43887,-58.55275, 09:00 a 23:00 hs,Centro de Carga,ADOLFO ALSINA 198
548,-34.93242,-57.97902, 08:00 a 21:00 hs,Centro de Carga,44 1760
549,-34.94997,-57.93159, 09:00 a 13:00 hs 16:00 a 21:00 hs,Centro de Carga,CALLE 20 2422
550,-34.93476,-58.00622, 09:00 a 22:00 hs,Centro de Carga,CALLE 143 8
551,-34.92057,-58.95801, 07:00 a 17:30 hs 17:00 a 21:00 hs,Centro de Carga,CALLE 14 827
552,-34.92059,-57.94571, 00:00 a 23:59 hs,Centro de Carga,CALLE 56 688
553,-34.99165,-57.85412, 07:30 a 21:00 hs 16:00 a 21:00 hs,Centro de Carga,496 S/N
554,-34.92147,-57.95977, 08:00 a 21:00 hs,Centro de Carga,CALLE 48 1028
555,-34.91009,-57.95451, 09:00 a 13:00 hs 17:00 a 20:00 hs,Centro de Carga,PLAZA ITALIA 195
556,-34.9543,-57.92998, 09:00 a 13:00 hs 16:00 a 19:00 hs,Centro de Carga,CALLE 84 1332
557,-34.90977,-57.95423, 07:30 a 23:59 hs,Centro de Carga,CALLE 44 551
558,-34.93615,-57.88548, 09:00 a 13:00 hs 16:00 a 20:30 hs,Centro de Carga,CALLE 600 380
559,-34.90961,-57.95221, 09:00 a 20:00 hs,Centro de Carga,CALLE 45 508
560,-34.92793,-57.94292, 09:00 a 20:00 hs,Centro de Carga,CALLE 12 1510
561,-34.82181,-57.96678, 08:00 a 21:00 hs,Centro de Carga,60 494
562,-34.92717,-57.94415, 09:00 a 20:00 hs,Centro de Carga,CALLE 12 1458
563,-34.90493,-57.94917, 06:00 a 23:59 hs,Centro de Carga,AV 1 598
564,-34.96328,-58.94375, 09:00 a 22:00 hs,Centro de Carga,133 2455
565,-34.96273,-57.96287, 09:00 a 21:00 hs,Centro de Carga,CALLE 72 2280
566,-34.93734,-57.92807, 09:00 a 22:00 hs,Centro de Carga,CALLE 11 2147
567,-34.92434,-57.93715, 09:00 a 22:00 hs 18:00 a 23:59 hs,Centro de Carga,64 606
568,-34.92229,-58.95045, 08:00 a 20:00 hs,Centro de Carga,56 E 11 Y 12 836
569,-34.98411,-58.03662, 08:00 a 20:00 hs,Centro de Carga,44 4532
570,-34.6777,-58.56009, 07:00 a 20:00 hs,Centro de Carga,IRIGOYEN 2398
571,-34.90472,-57.95106, 08:30 a 14:00 hs 17:00 a 21:00 hs,Centro de Carga,CALLE 2 562
572,-34.8797,-57.99066, 09:00 a 21:00 hs,Centro de Carga,CALLE 1 3100
573,-34.91279,-57.95012, 07:00 a 21:00 hs,Centro de Carga,6 805
574,-34.91835,-57.95881, 08:00 a 20:00 hs,Centro de Carga,13 723
575,-34.91959,-57.95617, 09:00 a 20:00 hs,Centro de Carga,49 880
576,-34.91677,-57.96079, 07:00 a 21:00 hs,Centro de Carga,44 109
577,-34.91573,-57.95868, 07:00 a 22:00 hs,Centro de Carga,45 823
578,-34.95502,-57.93505, 08:00 a 21:00 hs,Centro de Carga,82 1461
579,-34.91368,-57.95516, 07:00 a 23:00 hs,Centro de Carga,DIAGONAL 74 1365
580,-34.90954,-57.94566, 07:00 a 20:00 hs,Centro de Carga,DIAGONAL 77 114
581,-34.91317,-57.99313, 07:00 a 20:00 hs,Centro de Carga,AV. 25 500
582,-34.91378,-57.95457, 08:00 a 20:00 hs,Centro de Carga,46 674
583,-34.91226,-57.9508, 09:00 a 20:00 hs,Centro de Carga,6 760
584,-34.91099,-57.95037, 08:00 a 22:00 hs,Centro de Carga,5 735
585,-34.91019,-57.94889, 08:00 a 20:00 hs,Centro de Carga,DIAGONAL 80 902
586,-34.56211,-58.58925, 07:00 a 23:59 hs,Centro de Carga,CORDOBA 6279
587,-34.55729,-58.62002, 08:00 a 22:00 hs,Centro de Carga,CATAMARCA 1334
588,-34.5634,-58.60682, 08:00 a 13:00 hs 15:00 a 20:00 hs,Centro de Carga,FLORIDA 861
589,-34.55446,-58.61512, 08:00 a 23:59 hs,Centro de Carga,TUCUMAN 756
590,-34.5558,-58.59831, 09:00 a 22:00 hs,Centro de Carga,133 LAS CAMELIAS 7150
591,-34.55552,-58.60137, 08:00 a 21:00 hs,Centro de Carga,135 PARANA 7337
592,-34.55801,-58.61395, 09:00 a 23:59 hs,Centro de Carga,PRIMERA JUNTA 10187
593,-34.55948,-58.61532, 08:00 a 22:00 hs,Centro de Carga,CUBA 10174
594,-34.32886,-58.84896, 08:00 a 21:00 hs,Centro de Carga,LOS LAURELES 691
595,-34.76037,-58.39797, 08:00 a 21:00 hs,Centro de Carga,CARLOS PELLEGRINI 47
596,-34.72946,-58.46696, 10:00 a 22:00 hs,Centro de Carga,EPECUEN 258
597,-34.76121,-58.3957, 08:00 a 21:00 hs,Centro de Carga,BALCARCE 147
598,-34.76045,-58.39306, 08:00 a 21:00 hs,Centro de Carga,JULIO FONROUGE 30
599,-34.73972,-58.4852, 09:00 a 21:00 hs,Centro de Carga,CAPITAN J. YABEN 73
600,-34.73566,-58.48072, 08:00 a 21:00 hs,Centro de Carga,GIACHINO 3901
601,-34.74325,-58.44342, 08:00 a 20:00 hs,Centro de Carga,JOSE INGENIEROS 1851
602,-34.70798,-58.45759, 00:00 a 23:59 hs,Centro de Carga,PRES. JUAN DOMINGO PERÓN 5476
603,-34.75627,-58.42279, 09:00 a 13:00 hs 16:00 a 21:00 hs,Centro de Carga,SAN JUAN 3673
604,-34.71424,-58.4604, 09:00 a 22:00 hs,Centro de Carga,BARADERO 2044
605,-34.74258,-58.46256, 09:00 a 20:00 hs 16:00 a 21:00 hs,Centro de Carga,IPARRAGUIRRE 2610
606,-34.76091,-58.48301, 09:00 a 20:00 hs,Centro de Carga,LA PINTA 5351
607,-34.72929,-58.44827, 09:00 a 21:00 hs,Centro de Carga,VIRGEN DE ITATI 1990
608,-34.76413,-58.43236, 00:00 a 23:59 hs,Centro de Carga,AV. PRESIDENTE JUAN DOMINGO PERON 195
609,-34.75973,-58.40649, 07:00 a 14:00 hs 16:00 a 19:00 hs,Centro de Carga,LAPRIDA 673
610,-34.67207,-58.53934, 00:00 a 23:59 hs,Centro de Carga,AV BRIGADIER JUAN MANUEL DE ROSAS 1802
611,-34.66837,-58.53333, 08:00 a 21:00 hs,Centro de Carga,BRIG GRAL. JUAN MANUEL DE ROSAS 1146
612,-34.65815,-58.52831, 08:00 a 21:00 hs,Centro de Carga,AV.GRAL MOSCONI 208
613,-34.85991,-58.38981, 09:30 a 20:00 hs,Centro de Carga,AV. HIPOLITO YRIGOYEN 18307
614,-34.85212,-58.39922, 08:00 a 13:00 hs 16:00 a 21:00 hs,Centro de Carga,PALUMBO 2042
615,-34.32851,-58.98615, 08:00 a 22:00 hs,Centro de Carga,MITRE 66
616,-34.96357,-57.96682, 17:00 a 23:59 hs,Centro de Carga,CALLE 143 1884
617,-34.94413,-57.97516, 08:00 a 22:00 hs,Centro de Carga,CALLE 56 1994
618,-34.95959,-57.98447, 09:00 a 13:30 hs 17:00 a 23:00 hs,Centro de Carga,AVENIDA 60 2672
619,-34.97886,-57.99313, 09:00 a 21:00 hs,Centro de Carga,CALLE 66 3418
620,-34.505,-58.70166, 08:00 a 21:00 hs,Centro de Carga,MAZA 2872
621,-34.75614,-58.2573, 08:00 a 22:00 hs,Centro de Carga,CEFERINO NAMUNCURÁ 68
622,-34.63064,-58.62769, 08:00 a 21:00 hs,Centro de Carga,SALAZAR 399
623,-34.62257,-58.64084, 08:00 a 21:00 hs,Centro de Carga,EREÑÚ 59
624,-34.82254,-58.64269, 08:00 a 21:00 hs,Centro de Carga,JUAN M. DE ROSAS 20994
625,-34.8509,-58.65582, 08:00 a 21:00 hs,Centro de Carga,BRIG. GRAL. JUAN MANUEL DE ROSAS 23669
626,-34.46307,-58.57729, 08:00 a 21:00 hs,Centro de Carga,AVELLANEDA 4140
627,-34.45501,-58.56055, 08:00 a 21:00 hs,Centro de Carga,AVDA AVELLANEDA 2602
628,-34.45795,-58.56674, 08:00 a 21:00 hs,Centro de Carga,AVDA AVELLANEDA 3170
629,-34.46706,-58.58592, 08:00 a 21:00 hs,Centro de Carga,AVDA AVELLANEDA 4924
630,-34.47287,-58.59727, 08:00 a 21:00 hs,Centro de Carga,AV.  H. YRIGOYEN 3058
631,-34.45051,-58.55116, 08:00 a 21:00 hs,Centro de Carga,BRANDSEN 2139
632,-34.4532,-58.55366, 08:00 a 21:00 hs,Centro de Carga,AV SOBREMONTE 2273
633,-34.4532,-58.55722, 08:00 a 21:00 hs,Centro de Carga,AV NICOLÁS AVELLANEDA 2229
634,-34.46847,-58.58891, 08:00 a 21:00 hs,Centro de Carga,AVENIDA NICOLÁS AVELLANEDA 5199
635,-34.46161,-58.57262, 08:00 a 21:00 hs,Centro de Carga,EX COMBATIENTE JUAN C. REGUERA 2183
636,-34.45654,-58.56401, 08:00 a 21:00 hs,Centro de Carga,AVENIDA NICOLÁS AVELLANEDA 2945
637,-34.69444,-58.30008, 08:00 a 21:00 hs,Centro de Carga,LINCOLN 1481
638,-34.72098,-58.33725, 08:00 a 21:00 hs,Centro de Carga,FABIAN ONSARI 2101
639,-34.70795,-58.32195, 08:00 a 21:00 hs,Centro de Carga,FABIAN ONSARI 402
640,-34.67024,-58.41066, 08:00 a 21:00 hs,Centro de Carga,PTE  PERON 3187
641,-34.67557,-58.40356, 08:00 a 21:00 hs,Centro de Carga,PTE J. D. PERON 2317
642,-34.67168,-58.40864, 08:00 a 21:00 hs,Centro de Carga,PRES. TTE GRAL JUAN DOMINGO PERON 2944
643,-34.76616,-58.43439, 09:00 a 14:00 hs 16:00 a 21:00 hs,Centro de Carga,ACCESO A CAMINO PRES. JUAN DOMINGO  
644,-35.27323,-57.26101, 08:00 a 21:00 hs,Centro de Carga,DIAG 61 ESQ 29 S/N   0 1
645,-34.53604,-58.47711, 08:00 a 21:00 hs,Centro de Carga,AV. MAIPU 156
646,-34.53611,-58.47702, 08:00 a 21:00 hs,Centro de Carga,AV. MAIPU 193
647,-34.52709,-58.482, 08:00 a 21:00 hs,Centro de Carga,AV MAIPÚ 1103
648,-34.5379,-58.4763, 08:00 a 21:00 hs,Centro de Carga,AVDA MAIPU 6
649,-34.523,-58.4743, 08:00 a 21:00 hs,Centro de Carga,GRAL ROCA 770
650,-34.52263,-58.47337, 08:00 a 21:00 hs,Centro de Carga,ROCA 616
651,-34.5357,-58.47746, 08:00 a 21:00 hs,Centro de Carga,AVENIDA MAIPÚ 278
652,-34.5219,-58.48485, 08:00 a 21:00 hs,Centro de Carga,AVENIDA MAIPÚ 1730
653,-34.45832,-58.53909, 08:00 a 21:00 hs,Centro de Carga,URUGUAY 1503
654,-34.47401,-58.57169, 08:00 a 21:00 hs,Centro de Carga,URUGUAY 4835
655,-34.4531,-58.53871, 08:00 a 21:00 hs,Centro de Carga,AVDA PTE PERON 3199
656,-34.44987,-58.54361, 08:00 a 21:00 hs,Centro de Carga,AV. GRAL JUAN D. PERÓN 2620
657,-34.46215,-58.54703, 08:00 a 21:00 hs,Centro de Carga,URUGUAY 2299
658,-34.54419,-58.54779, 08:00 a 21:00 hs,Centro de Carga,ALVEAR 1952
659,-34.55103,-58.55629, 08:00 a 21:00 hs,Centro de Carga,69 SAN MARTÍN 4882
660,-34.55081,-58.55445, 08:00 a 21:00 hs,Centro de Carga,65 INDEPENDENCIA 4725
661,-34.54753,-58.55492, 08:00 a 21:00 hs,Centro de Carga,61 LACROZE 5033
662,-34.56048,-58.55857, 08:00 a 21:00 hs,Centro de Carga,O DONELL 401
663,-34.5403,-58.56562, 08:00 a 21:00 hs,Centro de Carga,MORENO 2697
664,-34.56197,-58.56515, 08:00 a 21:00 hs,Centro de Carga,101 9 DE JULIO 4713
665,-34.56255,-58.57174, 08:00 a 21:00 hs,Centro de Carga,113 HÚSARES DE PUEYRREDÓN 2767
666,-34.55478,-58.56097, 08:00 a 21:00 hs,Centro de Carga,116 ALMIRANTE BROWN 3385
667,-34.5946,-58.53774, 08:00 a 21:00 hs,Centro de Carga,AV. RODRIGUEZ PEÑA 5089
668,-34.59097,-58.571, 08:00 a 21:00 hs,Centro de Carga,J. M. BOSCH 1203
669,-34.58959,-58.57241, 08:00 a 21:00 hs,Centro de Carga,EL PAYADOR 5503
670,-34.58492,-58.57886, 08:00 a 21:00 hs,Centro de Carga,SANTOS VEGA 6195
671,-34.58316,-58.58107, 08:00 a 21:00 hs,Centro de Carga,SANTOS VEGA 6561
672,-34.58702,-58.57619, 08:00 a 21:00 hs,Centro de Carga,SANTOS VEGA 5779
673,-34.5895,-58.57117, 08:00 a 21:00 hs,Centro de Carga,JOSE MARIA BOSH 1056
674,-34.4583,-58.9117, 08:00 a 21:00 hs,Centro de Carga,ITUZAINGO 615
675,-34.4506,-58.9061, 08:00 a 21:00 hs,Centro de Carga,9 DE JULIO 213
676,-34.46046,-58.913, 08:00 a 21:00 hs,Centro de Carga,RIVADAVIA 798
677,-34.4571,-58.91325, 08:00 a 21:00 hs,Centro de Carga,RIVADAVIA 507
678,-34.45575,-58.91329, 08:00 a 21:00 hs,Centro de Carga,RIVADAVIA 394
679,-34.45811,-58.90973, 08:00 a 21:00 hs,Centro de Carga,HIPÓLITO YRIGOYEN 357
680,-34.46289,-58.91285, 08:00 a 21:00 hs,Centro de Carga,AV V. CASTRO 359
681,-34.45608,-58.90662, 08:00 a 21:00 hs,Centro de Carga,SARMIENTO 1
682,-34.45622,-58.92393, 08:00 a 21:00 hs,Centro de Carga,ESTANISLAO ZEBALLOS 402
683,-34.46651,-58.90829, 08:00 a 21:00 hs,Centro de Carga,AVDA TOMAS  MARQUEZ 1304
684,-34.46412,-58.9101, 08:00 a 21:00 hs,Centro de Carga,AVDA TOMAS  MARQUEZ 1090
685,-34.46094,-58.91022, 08:00 a 21:00 hs,Centro de Carga,MAYOR VERGANI 844
686,-34.46679,-58.91185, 08:00 a 21:00 hs,Centro de Carga,RIO TERCERO 1275
687,-34.46288,-58.91286, 08:00 a 21:00 hs,Centro de Carga,MORENO 600
688,-34.45624,-58.90115, 08:00 a 21:00 hs,Centro de Carga,AVENIDA JOSÉ E. URIBURU 343
689,-34.45538,-58.89632, 08:00 a 21:00 hs,Centro de Carga,AVENIDA JOSÉ E. URIBURU 4426
690,-34.45819,-58.9149, 08:00 a 21:00 hs,Centro de Carga,HIPÓLITO YRIGOYEN 722
691,-34.45465,-58.89273, 08:00 a 21:00 hs,Centro de Carga,LAGOMARSINO 905
692,-34.50004,-58.69328, 08:00 a 21:00 hs,Centro de Carga,AV. PTE. PERON 3308
693,-34.5025,-58.6899, 08:00 a 21:00 hs,Centro de Carga,AVDA PTE JUAN DOMINGO PERON 2909
694,-34.50943,-58.70316, 08:00 a 21:00 hs,Centro de Carga,COMODORO RIVADAVIA 1709
695,-34.49632,-58.69147, 08:00 a 21:00 hs,Centro de Carga,REMEDIOS DE ESCALADA 3560
696,-34.53295,-58.70136, 08:00 a 21:00 hs,Centro de Carga,RUTA 8 3710
697,-34.49942,-58.69513, 08:00 a 21:00 hs,Centro de Carga,GRAL. SAN MARTÍN 2683
698,-34.80837,-58.44512, 09:00 a 19:00 hs,Centro de Carga,BV BUENOS AIRES 1662
699,-34.80333,-58.4502, 08:00 a 21:00 hs,Centro de Carga,JOSE HERNANDEZ E/INDEP. Y VARISCO 119
700,-34.80617,-58.44104, 08:00 a 21:00 hs,Centro de Carga,BVD BUENOS AIRES 1998
701,-34.57306,-59.09951, 08:00 a 21:00 hs,Centro de Carga,BELGRANO 1190
702,-34.56965,-59.10644, 08:00 a 21:00 hs,Centro de Carga,BARTOLOME MITRE 1152
703,-34.5652,-59.1164, 08:00 a 21:00 hs,Centro de Carga,SAN MARTIN 406
704,-34.5675,-59.1175, 08:00 a 21:00 hs,Centro de Carga,ITALIA 1201
705,-34.5654,-59.12, 08:00 a 21:00 hs,Centro de Carga,BARTOLOME MITRE 177
706,-34.56224,-59.11838, 08:00 a 21:00 hs,Centro de Carga,25 DE MAYO 195
707,-34.56982,-59.11398, 08:00 a 21:00 hs,Centro de Carga,ADOLFO ALSINA 1298
708,-34.59014,-59.12281, 08:00 a 21:00 hs,Centro de Carga,RUTA NAC 5 49200
709,-34.57767,-59.11875, 08:00 a 21:00 hs,Centro de Carga,ALSINA 1909
710,-34.48959,-58.50055, 08:00 a 21:00 hs,Centro de Carga,AVDA SANTA FE 2007
711,-34.49979,-58.52253, 08:00 a 21:00 hs,Centro de Carga,AV HIPOLITO YRIGOYEN 1921
712,-34.48252,-58.56906, 08:00 a 21:00 hs,Centro de Carga,COLECTORA  PANAMERICANA 1885
713,-34.49245,-58.51055, 08:00 a 21:00 hs,Centro de Carga,MONSEÑOR LARUMBE 786
714,-34.49752,-58.51755, 08:00 a 21:00 hs,Centro de Carga,HIPÓLITO YRIGOYEN 1447
715,-34.58152,-58.60142, 08:00 a 21:00 hs,Centro de Carga,PTE PERON 8088
716,-34.58769,-58.58952, 08:00 a 21:00 hs,Centro de Carga,SAN LORENZO 1893
717,-34.59119,-58.58853, 08:00 a 21:00 hs,Centro de Carga,PTE. JUAN DOMINGO PERÓN 6633
718,-34.5851,-58.58595, 08:00 a 21:00 hs,Centro de Carga,SAN LORENZO 1505
719,-34.38239,-58.82429, 08:00 a 21:00 hs,Centro de Carga,SARMIENTO 204
720,-34.38425,-58.82878, 08:00 a 21:00 hs,Centro de Carga,SAN MARTIN 86
721,-34.95141,-58.04955, 08:00 a 21:00 hs,Centro de Carga,CALLE 520 7650
722,-34.94903,-58.04678, 08:00 a 21:00 hs,Centro de Carga,AVENIDA 520 7364
723,-34.66203,-59.4259, 08:00 a 21:00 hs,Centro de Carga,CALLE 2 256
724,-34.652,-59.43068, 08:00 a 21:00 hs,Centro de Carga,CALLE 22 615
725,-34.65504,-59.42739, 08:00 a 21:00 hs,Centro de Carga,CALLE 16 393
726,-34.65954,-59.43433, 08:00 a 21:00 hs,Centro de Carga,CALLE 29 41
727,-34.66133,-59.42952, 08:00 a 21:00 hs,Centro de Carga,CALLE 2 408
728,-34.699,-58.74965, 08:00 a 21:00 hs,Centro de Carga,ECHEVERRY 463
729,-34.69182,-58.37704, 08:00 a 21:00 hs,Centro de Carga,DONOVAN 305
730,-34.69752,-58.37829, 08:00 a 21:00 hs,Centro de Carga,SARMIENTO 681
731,-34.68704,-58.37059, 08:00 a 21:00 hs,Centro de Carga,DE LA SERNA 1247
732,-34.69008,-58.36849, 08:00 a 21:00 hs,Centro de Carga,PRESIDENTE SARMIENTO 1779
733,-34.69502,-58.38149, 08:00 a 21:00 hs,Centro de Carga,J. BOLAÑOS 786
734,-34.88517,-58.36147, 08:00 a 18:00 hs,Centro de Carga,MIGUEL CANE 773
735,-34.8874,-58.3841, 08:00 a 21:00 hs,Centro de Carga,PATRIA 42
736,-34.89222,-58.39089, 08:00 a 21:00 hs,Centro de Carga,TTE. CLARK 35
737,-34.88889,-58.38473, 08:00 a 21:00 hs,Centro de Carga,RAUL SOLDI 1
738,-34.80726,-58.30196, 08:00 a 21:00 hs,Centro de Carga,EL ZONDA 1632
739,-34.81286,-58.30228, 08:00 a 21:00 hs,Centro de Carga,CALLE 519 2061
740,-34.81402,-58.29279, 08:00 a 21:00 hs,Centro de Carga,CALLE 503 2698
741,-34.76353,-58.64162, 08:00 a 21:00 hs,Centro de Carga,BARILOCHE 3890
742,-34.7621,-58.6297, 08:00 a 21:00 hs,Centro de Carga,SENGUEL 6717
743,-34.77439,-58.64367, 08:00 a 21:00 hs,Centro de Carga,CALLE 153 1028
744,-34.77484,-58.62195, 08:00 a 21:00 hs,Centro de Carga,AVDA BRIG GRAL JUAN MANUEL DE ROSAS 7308
745,-34.7697,-58.61952, 08:00 a 21:00 hs,Centro de Carga,JUAN MANUEL DE ROSAS 15153
746,-34.78502,-58.62664, 08:00 a 21:00 hs,Centro de Carga,AV JUAN MANUEL DE ROSAS 16966
747,-34.77491,-58.62196, 08:00 a 21:00 hs,Centro de Carga,JUAN MANUEL DE ROSAS 14881
748,-34.60187,-58.56182, 08:00 a 21:00 hs,Centro de Carga,AVDA. LIBERTADOR GRAL. SAN MARTIN 2155
749,-34.6204,-58.56296, 08:00 a 21:00 hs,Centro de Carga,AV. SAN MARTIN 3999
750,-34.60563,-58.56476, 08:00 a 21:00 hs,Centro de Carga,ANDRÉS FERREYRA 2578
751,-34.608,-58.5606, 08:00 a 21:00 hs,Centro de Carga,MORENO 4601
